     Qty: Element
       1: Pancratiast

       3: Pandarus

       2: Panegyrists

       1: Pang

       1: Pangs

       3: Panharmonic

       3: Panic-stricken

       1: Panopeus

       2: Pans

       1: Panting

       3: Pantomimic

       1: Paper

       1: Paperwork

      11: Parable

       1: Parades

       2: Paradise

       9: Paradox

       7: Paradoxes

       2: Paradoxical

      10: Paragraph

       3: Paragraphs

      12: Parallel

       2: Paralleled

       1: Paralytic

       2: Paramount

       2: Paraphrase

       1: Pardon

       1: Pardoned

      21: Parent

       2: Parental

      41: Parents

       1: Paris

       1: Parley

       1: Parliament

       1: Parmenides)

       1: Parodying

       3: Parricide

       1: Parricides

     153: Part

       3: Partake

       1: Partakers

       5: Partakes

       2: Parted

       1: Parthenon

       3: Partial

       4: Partially

       1: Participate

       1: Participation

      33: Particular

       2: Particularly

      14: Particulars

       4: Parties

       1: Parting

       1: Partisan

       1: Partition

      27: Partly

       4: Partner

       1: Partners

       3: Partnership

       3: Partnerships

      47: Parts

       1: Parts--the

      13: Party

       1: Party-feeling

      29: Pass

      21: Passage

      13: Passages

      33: Passed

       1: Passengers

       5: Passers-by

      14: Passes

      23: Passing

      35: Passion

      17: Passionate

      17: Passions

       1: Passive

      22: Past

       2: Pasture

       1: Patch

       1: Patches

      10: Path

       1: Pathos

       3: Paths

       1: Patience

       7: Patient

       4: Patients

       1: Patriarch

       1: Patriarchal

       1: Patrimony

       2: Patriotism

       1: Patriotism--

       1: Patriotism--he

       5: Patroclus

       2: Patronage

       1: Patronises

      18: Pattern

       3: Patterns

       1: Paul

       5: Pauper

       5: Paupers

       1: Pause

      28: Pay

       4: Paying

       1: Paymasters

      15: Payment

       3: Payments

       2: Pays

      36: Peace

       1: Peacefulness

       1: Peacocks

       1: Peak

       2: Pearls

       1: Peas

       2: Peasants

       1: Pebbly

       6: Peculiar

       1: Peculiarities

       2: Peculiarity

       2: Peculiarly

       1: Pedants

       1: Peep

       3: Peers

       2: Pegs

       2: Peirithous

       1: Peisistratus

       1: Peleus

       1: Pelops

       1: Penalties

       6: Penalty

       1: Pence

       2: Penetrate

       2: Penetrated

       1: Penetrates

       1: Penetration

       1: Pent

       1: Penurious

      77: People

       2: Peoples

       1: Peradventure

      20: Perceive

       7: Perceived

       2: Perceives

       3: Perceiving

       9: Perception

       1: Perceptions

       1: Perchance

       1: Percipient

       1: Perdiccas

      61: Perfect

       5: Perfected

       1: Perfectibility

       1: Perfecting

      23: Perfection

      32: Perfectly

       7: Perform

       4: Performance

       1: Performances

       5: Performed

       1: Performer

       6: Performing

       1: Performs

       2: Perfumes

      59: Perhaps

       2: Periander

       4: Pericles

       1: Peril

       1: Perilled

       1: Perilous

       1: Perils

      19: Period

       1: Periodic

       1: Periods

       3: Perish

       5: Perished

       1: Perishes

       1: Perishing

       2: Perjury

       1: Permanence

       5: Permanent

       1: Permeated

       1: Permeates

       9: Permission

       4: Permit

      10: Permitted

       1: Permutations

       1: Perpendicular

       1: Perpetrate

       1: Perpetrated

       2: Perpetrators

       2: Perpetual

       1: Perpetually

       5: Perplexed

       1: Perplexing

       2: Perplexities

       5: Perplexity

       1: Persecuted

       1: Persecutor

       1: Persephone

       1: Persevere

       1: Persia

       3: Persian

       1: Persians

       1: Persistency

       1: Persisting

      72: Person

       1: Personage

       1: Personages

       7: Personal

       1: Personality

       1: Personate

       1: Personification

       1: Personify

      70: Persons

       1: Perspiration

      14: Persuade

       2: Persuaded

       3: Persuading

       6: Persuasion

       1: Persuasive

       1: Perturbing

       1: Pervaded

       5: Pervades

       1: Perverse

       1: Perversion)

       2: Perversions

       1: Perverted

       1: Pessima

       1: Peter

       1: Petrarch

       4: Phaedo

       2: Phaedo)

      12: Phaedrus

       2: Phaedrus)

       1: Phalaris

       1: Phantom

       1: Phase

       1: Pheidias

       6: Phenomena

       2: Phenomenon

       1: Phidias

       1: Phil-Hellenic

       1: Philanthrope

       4: Philebus

       3: Philebus)

       1: Philol

      88: Philosopher

       1: Philosopher--he

       1: Philosopher--how

       2: Philosopher-statesman

      58: Philosophers

       1: Philosophers--not

       1: Philosophers--the

       5: Philosophic

      19: Philosophical

     148: Philosophy

       1: Philosophy)

       2: Phlegm

       3: Phocylides

       1: Phocylides--that

       1: Phoebus

       2: Phoenician

       2: Phoenicians

       2: Phoenix

       4: Phrase

       1: Phraseology

       2: Phrases

       3: Phrygian

       2: Physic

      19: Physical

       2: Physically

      31: Physician

      12: Physicians

       1: Physiologist

       1: Physiology

       3: Pick

       1: Pickpocket

      21: Picture

       1: Pictured

      11: Pictures

       9: Piece

       1: Piecemeal

       9: Pieces

       2: Pierced

       2: Pierces

       2: Piercing

       1: Piety

       2: Pig

       4: Pigs

       1: Pile

       4: Pilgrimage

       7: Pilgrims

      19: Pilot

       1: Pilot--is

       1: Pilot--that

       1: Pilots

       6: Pindar

       1: Pindar--

       3: Pious

       1: Pipe

       1: Pipes

       6: Piraeus

       1: Pitch

       1: Pitching

       1: Pitiable

       2: Pitied

       2: Pitiful

       1: Pittacus

      11: Pity

       1: Pitying

     119: Place

       1: Place--Was

      11: Placed

      18: Places

       5: Placing

       1: Plague

       1: Plagues

       6: Plain

       1: Plainly

       1: Plainness

       1: Plaintiff

      13: Plan

       5: Plane

       1: Planes

       3: Planets

       2: Plans

       4: Plant

       1: Planted

       7: Plants

       3: Plastic

       1: Platform

     338: Plato

       1: Plato)

      32: Platonic

       3: Platonists

       2: Plausibility

      29: Play

       2: Played

       4: Player

       5: Players

       2: Playful

       4: Playing

       3: Plays

       1: Plead

       1: Pleaders

       8: Pleasant

       2: Pleasanter

       4: Pleasantest

       1: Pleasantry

      19: Please

       4: Pleased

       4: Pleases

       2: Pleasing

     119: Pleasure

       1: Pleasure--then

      97: Pleasures

       1: Plectrum

       2: Plentiful

       1: Plentifully

       3: Plenty

       1: Pliancy

       3: Plot

       1: Plots

       1: Plotted

       2: Plotting

       2: Plough

       1: Plucking

       2: Plunder

       2: Plunged

       1: Plural

       3: Plurality

       1: Pluto

       7: Poem

       6: Poems

       1: Poesy

      47: Poet

       8: Poetical

      71: Poetry

       1: Poetry)

       1: Poetry--some

      82: Poets

      82: Point

       2: Pointed

       2: Pointing

      20: Points

       1: Poison

       4: Pol

       1: Pole

      28: Polemarchus

       1: Polemarchus--he

       1: Polemical

       1: Police

       5: Policy

       1: Polis

       1: Polish

       1: Polished

       1: Polit

       1: Polite

       1: Politeness

       2: Politic

      44: Political

       6: Politician

       7: Politicians

       1: Politicians--they

      42: Politics

       1: Politics--this

       2: Politicus

       8: Polity

       1: Pollute

       1: Pollution

       2: Polydamas

       1: Polygamist

       1: Polygamy

       1: Polyphonous

       2: Pomp

       3: Pompous

       1: Pool

      40: Poor

       1: Poorest

       1: Poorly

      18: Popular

      11: Population

       9: Portion

       2: Portionless

       4: Portions

       3: Portrait

       2: Portraits

       1: Portuguese

       1: Poseidon

      14: Position

       1: Positions

       5: Positive

       1: Positively

      11: Possess

       7: Possessed

       2: Possesses

       3: Possessing

      23: Possession

       3: Possessions

       3: Possessor

       2: Possessors

       3: Posset

       1: Possibilities

      18: Possibility

      55: Possible

       1: Possible--as

      14: Possibly

       3: Posted

       1: Posterior

       2: Posteriori

       8: Posterity

       2: Posts

       2: Potent

       1: Potently

       3: Pots

       4: Potter

       4: Potters

       1: Pottery

       3: Pour

       1: Poured

       1: Pouring

       1: Pours

      11: Poverty

     145: Power

       6: Powerful

       2: Powerless

      19: Powers

       1: Practicability

       2: Practicable

       8: Practical

       1: Practically

      27: Practice

       5: Practices

      13: Practise

      10: Practised

       1: Practises

       5: Practising

       1: Practitioner

      23: Praise

       4: Praised

      12: Praises

       1: Praiseworthy

       7: Praising

       2: Pramnian

       2: Prater

       1: Prattlers

       7: Pray

       3: Prayed

       6: Prayer

       5: Prayers

       4: Praying

       2: Pre-Socratic

       1: Pre-dialectical

       1: Pre-eminence

       2: Pre-eminently

       2: Preachers

       1: Preaches

       1: Preamble
